Identifier,Character,Dialogue,Filename,Line Number
start_a486b6ed,mc,Narumi...,game/script.rpy,2121
start_afa629a6,Narumi,"My parents... lost their lives during a spirit attack. I was lucky enough not to see it happen first-hand, but I'm all alone now. I lost my best friend, too.",game/script.rpy,2122
start_ad992d79,Narumi,"When I saw Miyo trapped, I got so scared that I was going to lose her too... I just kinda shut down. My mind went blank.",game/script.rpy,2123
start_e3c1b382,Narumi,"I envy you, Takahiro. You're trapped in another world, and you might never see your family and friends again, but here you are, still so positive and so eager to help everyone. How do you do it?",game/script.rpy,2124
start_19898ae5,mc,"Well, I do worry about whether I'll be able to return to my world or not... But I realized that just sitting around, sulking all day, won't get me anywhere. I'd rather spend my time helping everyone.",game/script.rpy,2125
start_3b5cd138,mc,"But I don't think you lost everything that day. I mean, the Tsun... Uh, I mean, Miyo-san is still here, right? So, maybe she can be the reason for you to get stronger. And what about the elder and the other villagers?",game/script.rpy,2126
start_a51efb38,mc,Isn't their trust in you enough of a reason to fight?,game/script.rpy,2127
start_1e44422d,Narumi,It's... It's just so hard... I'm so weak! I can't fight. But you can! Will you help me? I need to get better. And your skills are incredible!,game/script.rpy,2128
start_3d56a2d8,Narumi,"If I get strong enough, maybe I can finally protect those I care about. Miyo-san, Chi-chan, the village...",game/script.rpy,2129
start_f914f439,mc,"Well, I'm going to be stuck here for a while anyway, so I wouldn't mind helping you out. But...",game/script.rpy,2130
start_1ac72dc0,mc,"If you had kept your emotions in check during our fight, I would have been seeing stars by now. But who's Chi-chan? You're not talking about the elder... are you?",game/script.rpy,2131
start_e1827142,Narumi,"Oops! I wasn't supposed to say that! Can I trust you, Takahiro-kun?",game/script.rpy,2135
start_829cb9b8,mc,Of course! My lips are sealed.,game/script.rpy,2136
start_b29341ea,Narumi,Ah! Um... C-Chi-chan... is... Machiko...,game/script.rpy,2139
start_3f182277,mc,"Oh, you already gave her a nickname?",game/script.rpy,2140
start_596ab64a,Narumi,"It's a little complicated. We were friends when we were kids. She was the friend I lost... After the incident, the villagers went on a witch hunt and got rid of all the spirits, banishing them to the forest.",game/script.rpy,2143
start_86aac763,Narumi,"I haven't spoken to her since. That is, until today.",game/script.rpy,2144
start_7009736b,mc,"I doubt Machiko-san has changed much from how you remember her. Well, aside from the fact that she might not have been such a tease...",game/script.rpy,2145
start_b03d8950,Narumi,"Hehe, nope. She was actually a tease back then, too. Only, not so... um... intense.",game/script.rpy,2148
start_17b2920e,Narumi,"She used to play fun little pranks, like hiding a bucket of water on a door or hiding a frog in someone's boot! It was so much fun!",game/script.rpy,2149
start_9d7b4acc,mc,I genuinely hope the next generation of children in this village won't take after the two of you.,game/script.rpy,2150
start_3c899c33,Narumi,"Bah, you're no fun! It's only a bit of harmless silliness. We made sure no one ever got hurt. We even rescued the frogs! It's... It's just a shame it all ended so quickly...",game/script.rpy,2151
start_8ec2af91,mc,Why don't you try to reconnect with her now that she's allowed back into the village?,game/script.rpy,2152
start_205e63c0,Narumi,"I'd like to. We had a lot of fun when we were playing, but... something seemed weird when I spoke to her earlier.",game/script.rpy,2153
start_c81ff55e,Narumi,"She didn't seem to remember anything. And it looked like it hurt when she tried to. It's probably nothing, but you never know.",game/script.rpy,2154
start_b3fc7c3d,mc,Maybe something happened to her after she ran away?,game/script.rpy,2155
start_56cdcc9b,mc,"In any case, I think we should return to the village. This rain... Oh, wait! The rain stopped! I didn't even notice! We should still get back, though. That, and, umm...",game/script.rpy,2156
start_11b52966,n,"I turned my gaze away, my cheeks burning as I pointed at her chest.",game/script.rpy,2157
start_900c5be2,mc,Your clothes are soaked.,game/script.rpy,2158
start_5190cc15,Narumi,"Ah! You're right! Haha, yeah, they're almost see through!",game/script.rpy,2159
start_d00d15b8,mc,T-That's not something you should be amused about!,game/script.rpy,2160
start_43cd1c70,Narumi,"Look who's talking! My body is fantastic, and it deserves to be shown off!",game/script.rpy,2161
start_ad1fd50b,mc,"I doubt your grandfather wants you showing it off to anyone at all, let alone a guy! Anyway, let's get back to the village before you catch a cold!",game/script.rpy,2162
start_43768da0,n,"The girl nodded, and with one last look at the two graves, she turned, and began to walk back to the village, with me following in her trail.",game/script.rpy,2163
start_b62fc44e,n,"We walked back to the village, exchanging idle chatter. I managed to establish that, while the girl was training her body well, she lacked discipline.",game/script.rpy,2168
start_44060440,n,"She led me to an unfamiliar building on the outskirts of the village, and quickly unlocked the door.",game/script.rpy,2169
start_9fff1678,Narumi,"Welcome to my humble abode. It doesn't look like much, but I keep it tidy. You can put on one of ojii-sama's old robes if you want to. You know, while your stuff dries!",game/script.rpy,2173
start_88a982af,n,This used to be his place before he became the village elder. I never really got rid of all of his things. He won't even notice you're wearing his stuff. You can change in there. I'll get into something else.,game/script.rpy,2174
start_2430dc2b,n,"Before we had a chance to get started, the sound of heavy footsteps could be heard from outside, and soon enough a young guardsman appeared at the door.",game/script.rpy,2175
start_4d9db811,Guard,Hikage-san. There you are. We have been searching for you! Elder-sama wishes to see you right away!,game/script.rpy,2176
start_87b83c4a,Narumi,"Oh! Of course, right away!",game/script.rpy,2179
start_0830bb90,n,"The guard saluted, snapped around, and took off. Narumi closed the door behind him, and walked back to a clean pile of clothes.",game/script.rpy,2180
start_82c5b1bf,n,"Without warning, she began stripping off her clothes in front of me!",game/script.rpy,2185
start_4af47f40,n,"My first reaction was to quickly cover my eyes with one of my hands. Narumi, however, didn't seem the least bit bothered by my presence!",game/script.rpy,2186
start_4be92d6a,mc,N-N-Narumi-chan?! W-What are you doing?!,game/script.rpy,2187
start_05d9f733,Narumi,"Hehe, what's the matter, Takahiro? Never seen a girl in her undies before? Oh, wait, you saw mine yesterday! Maybe you've just never seen them on a girl.",game/script.rpy,2188
start_2b9effef,mc,"A-Actually, I've seen a lot of things in my life...",game/script.rpy,2189
start_8ccb29cc,mc,But never a girl stripping! What would your grandfather say if he saw y-y-you?,game/script.rpy,2190
start_59553f87,n,"I stuttered as I briefly visualized how Narumi would have looked without the underwear, but quickly cleared the thought from my mind.",game/script.rpy,2191
start_15be92de,Narumi,"Well, he's not going to find out, is he? It's nothing. We need to hurry, right? So get changed, already!",game/script.rpy,2192
start_cee40d90,mc,"It's a matter of decency! Aren't you embarrassed knowing there's a healthy guy in the same room as you? At this rate, this and that might happen, and we're going to be late either way!",game/script.rpy,2193
start_a30b80e5,Narumi,"Not really. I don't mind it if it's you, Takahiro-kun.",game/script.rpy,2194
start_d6132493,mc,I'm honored--,game/script.rpy,2195
start_46c54a30,Narumi,I wouldn't mind any of my friends seeing me like this. Miyo has seen me naked lots of times!,game/script.rpy,2196
start_fee3b799,mc,That's not really the issue here! Anyway!,game/script.rpy,2197
start_919f9825,n,"I quickly turned around, trying my best not to peek as she finished changing.",game/script.rpy,2198
start_c51b9eb0,mc,Tell me when you're done. This kind of stimulation isn't any good for my mind...,game/script.rpy,2199
start_1d95cccf,Narumi,"If you'd quit your babbling, we'd be done already! Get your clothes OFF and the dry ones ON!",game/script.rpy,2200
start_093593a7,n,"I suddenly felt hands grab my hips from behind, and without any other warning, my trousers were yanked down to my ankles. A firm kick to my rear followed, and I stumbled forwards, towards the wardrobe.",game/script.rpy,2201
start_199a231e,Narumi,Now!,game/script.rpy,2202
start_3e851668,mc,You didn't have to kick me...,game/script.rpy,2203
start_98a712ab,n,"I sighed in frustration. I had been wrong. Whether it was the Tsundere Tyrant, Narumi, Machiko, or Maeko... These girls had no common sense.",game/script.rpy,2204
start_1206c423,Narumi,"You know, it's not fair that only you get a show!",game/script.rpy,2205
start_f291e15e,mc,"H-Hey, keep your eyes to yourself! This isn't a peeping contest.",game/script.rpy,2206
start_10417022,Narumi,"Good thing, too. I'd have no chance of winning!",game/script.rpy,2207
start_74d6692c,mc,Well... I admit your side certainly has the more interesting view...,game/script.rpy,2208
start_dda03ae0,n,I mumbled as I snuck another peek at Narumi while putting on the old robes that I had found in the wardrobe.,game/script.rpy,2209
start_5f1c8e4c,n,"She seemed to have changed most of her clothes by now, replacing them with near identical dry ones. I wondered why she would have more than one set of the same clothes, when it struck me.",game/script.rpy,2210
start_91d7a6a8,mc,You have a strange dresscode here.,game/script.rpy,2211
start_d60aeee6,Narumi,Huh? What dresscode? These are my clothes... Are you saying I dress strangely?,game/script.rpy,2212
start_d5f4841c,mc,"No! They just look a lot like your other clothes. Then again, what do I know?",game/script.rpy,2213
start_69b4e0c6,Narumi,"There's not a lot of options when it comes to clothes here. In the cities, maybe, but here, you find something you look good in, and you stick to it. Some folks don't even have spare clothes, so I'm pretty lucky.",game/script.rpy,2214
start_3c9bfa13,mc,"Hmm, I guess it would be for a tailor to find work in a small village like this. I'm guessing fabric isn't easy to come by, either...",game/script.rpy,2215
start_3264c562,Narumi,Yeah. It's never been easy. But these days it's almost impossible to convince people to come here with the spirits around.,game/script.rpy,2216
start_66bb2762,Narumi,"People used to pay a visit to the shrine, but lately they haven't been coming.",game/script.rpy,2217
start_b1a3fcf8,mc,"Makes sense. I don't think many would be willing to risk their lives, peddling goods to some small village, knowing wild spirits might attack.",game/script.rpy,2218
start_607d0e80,Narumi,"Yeah. Oh, dang it... I'm going to need some help here Takahiro-kun. Are you done yet?",game/script.rpy,2219
start_b37249fc,mc,"Yep, I just finished. What do you need help with?",game/script.rpy,2220
start_e11672be,Narumi,My wrap came loose. Can you pull it back and tighten it for me? I've never been able to get it right on my own.,game/script.rpy,2221
start_b302d28f,n,"As she said that, she pulled her top up, presenting her back to me.",game/script.rpy,2222
start_b219465d,mc,Y-You want me to do it?,game/script.rpy,2223
start_debdebf4,n,"Feeling slightly embarrassed at the thought, I tried my best to keep my thoughts pure as I took hold of the end of the wraps and helped pull them back, tying them into place.",game/script.rpy,2224
start_62952314,n,I quickly made sure they were neither too tight nor too loose.,game/script.rpy,2225
start_bbe70b40,Narumi,"Come on, be a man. Just pull it tight and tie it!",game/script.rpy,2226
start_360823ee,n,"A little surprised at her reaction, I decided to do as she said and pulled it even tighter than I had previously, securing it with a sigh.",game/script.rpy,2227
start_fafd806e,mc,T-This isn't good for my heart...,game/script.rpy,2228
start_036deedb,Narumi,"There, that wasn't so hard. Come on, let's hurry. Ohh, you look good. Like a handsome young businessman!",game/script.rpy,2229
start_d8448fea,mc,I look more like a monk than a businessman.,game/script.rpy,2230
start_a7f9bf6e,n,"Smiling weakly, I quickly followed after Narumi who was already in a hurry to leave the house.",game/script.rpy,2231
start_5878ef2f,n,"We dashed across the village to the elder's house, Narumi grabbing a weapon along the way. When we got there, we heard shouting, and exchanged worried glances before pushing through the door.",game/script.rpy,2236
start_1a2e77ca,Narumi,HALT VILLAIN! Ah... Oh my!,game/script.rpy,2241
start_05fe6257,mc,"Prepare your... Oh... Umm, did we cross into a different dimension?",game/script.rpy,2242
start_de13b8eb,Machiko,"Aaahhhh!! Ahahahahaha! Stoppit, stoppit, stoppit!",game/script.rpy,2247
start_8ef5cdd5,Miyo,Never! I'm going to vanquish you!,game/script.rpy,2251
start_f3fb1212,n,"The scene that lay before us was unlike anything I had ever seen. In one corner, Maeko was cuddling a large, empty bottle, sleeping, and giggling to herself.",game/script.rpy,2252
start_9365e18d,n,"At the back of the room, the village elder was hitting a large casket with a lock on it while grumbling to himself. In the center of the room, Machiko lay pinned to the floor by Miyo, who was tickling her mercilessly.",game/script.rpy,2253
start_f6251f41,VillageElderHayate,"Naru-chin! Naru-chin, help me with this! The chest is locked, and all the sake is trapped inside, and suffocating. We need to rescue it immediately!",game/script.rpy,2260
start_91412bc1,Narumi,"Oh geez... They're drunk. Takahiro-kun, can you stop those two?",game/script.rpy,2263
start_46b19a9d,mc,This wasn't the battle I was expecting...,game/script.rpy,2264
start_a1d14f0a,n,"I nodded my head in confirmation to Narumi's request and I turned towards the two girls on the floor, trying to decide how best to deal with them.",game/script.rpy,2265
start_6f6dc87e,n,"With both of them drunk, it would probably have been easy enough to get Miyo to release Machiko.",game/script.rpy,2266
start_6546afca,n,"But before I had a chance to intervene, the two girls' roughhousing on the floor cased them to bump into the table, knocking over a bottle of sake onto the both of them.",game/script.rpy,2267
start_b8f29d76,Machiko,"Aww, I'm all wet now! You spilled the sake! Waaah, stupiiiiid!",game/script.rpy,2270
start_333b9647,n,"The girl pushed herself upright, flailing like a spoiled child before turning tail and running through the door.",game/script.rpy,2271
start_d57758f1,mc,"Good grief, who knows what she might do! Naru-chan, please go get her. In this state, she'd only make stupid advances at me.",game/script.rpy,2274
start_50c31cdb_1,Narumi,Right!,game/script.rpy,2278
start_8f5ac38c,n,"As Narumi ran off to retrieve the drunken fox girl, I was left to take care of the remaining few.",game/script.rpy,2279
start_940a1549,mc,Miyo-san. You need to come with me. We need to get you into something clean.,game/script.rpy,2281
start_60e769bc,Miyo,"Hehehe, you just want to see me naked!",game/script.rpy,2284
start_6d39a783,mc,"Wh-What?! No! I am not a pervert! Why does everyone seem to think that?! I mean, I DO want to see boobs, but I have my honor, damn it!",game/script.rpy,2285
start_c5246cc4,Miyo,"Hehe! Nope, I'm not going to do anything you tell me to. I'll stay right here and swim in sake!",game/script.rpy,2286
start_ef0ea045,n,"I sighed and looked down at the woman who was indeed trying to swim in the tiny puddle of sake on the floor. Taking a deep breath, I prepared myself.",game/script.rpy,2287
start_3b95eee4,mc,Tsundere Chief! Enemies have been sighted near the hot springs! Their numbers are about to overwhelm us! We need reinforcements right away!,game/script.rpy,2288
start_38c1450b,n,"I came up with the bluff on the spot, hoping it would get Miyo out of the room.",game/script.rpy,2289
start_d18f4451,Miyo,"What!? We have to vanquish them at once! Come on, private pervert! To the hot springs!",game/script.rpy,2292
start_0be23b1e,mc,But aren't we supposed to defend--,game/script.rpy,2293
start_94b7fcfe,n,"Before I had time to finish my sentence, Miyo had me dragged to the entrance of the building by the collar of my robe.",game/script.rpy,2294
start_4103e34f,Miyo,"No! Attack, attack! Get to the hot springs and attack! I'll be there soon!",game/script.rpy,2297
start_cf566a58,n,"And with that, she shoved me through the door with a hefty kick, the doors slamming shut behind me. My hearing wasn't perfect, but I could've sworn I heard a yelp and a tumble following Miyo's departure.",game/script.rpy,2298
start_ecdbecf7,n,"A large open area lay ahead of me, closed off by a tall bamboo fence. There was also a small area off to the side for more delicate washing.",game/script.rpy,2303
start_583eed3a,n,"Sighing to myself, I began to tidy up the place a little, removing sharp objects and small obstacles that the drunken woman might injure herself with, and waited.",game/script.rpy,2304
start_04cb5c2f,n,"Five minutes went by before I heard the door open and close, followed by the gentle slosh of someone stepping into the water of the hot spring.",game/script.rpy,2305
start_bb1cf2cd,Miyo,"Ahhh, the water's great! Hurry up and get in!",game/script.rpy,2306
start_34d0fa21,mc,"Wha... Whatever happened to 'attack, attack'?",game/script.rpy,2307
start_cbbf97ad,n,"I turned around, expecting her to be standing in the water, with her clothes on.",game/script.rpy,2308
start_9a500d1e,n,"However, the sight that awaited me was far from what I would have expected from the Tsundere Tyrant. There was no katana slicing through the air or any harsh words being shouted.",game/script.rpy,2310
start_01fdde09,n,"Instead, an attractive looking girl wearing a simple towel, had decided to take a seat in the hot water.",game/script.rpy,2311
start_04ca1c8a,mc,M-Miyo-san?,game/script.rpy,2312
start_2c603599,n,"Whether it was the result of the drinking or not, the warm smile she showed me caused me to pause.",game/script.rpy,2313
start_ba9cf6fe,Miyo,Care to join me?,game/script.rpy,2314
start_0e13d78d,mc,I-I don't think--,game/script.rpy,2315
start_06325502,Miyo,"Uugh, get in the water!",game/script.rpy,2316
start_236af0e9,mc,Y-Yes ma'am!,game/script.rpy,2317
start_1575e3ec,n,"I quickly moved closer to the water, nearly slipping on the wet tiles before I made my way in. I folded up my robe, but kept the towel I had found around my waist.",game/script.rpy,2318
start_cab396a0,mc,"Today's been pretty busy, huh? Though, the last thing I expected was for all of you to gulp down sake like a baby drinks its milk!",game/script.rpy,2319
start_73c695b0,n,"The girl said nothing for a while, regarding me with a faint grin on her face. It made me nervous. I would almost rather have her shouting and angry.",game/script.rpy,2320
start_018974d2,Miyo,"You don't slack off, do you. I can tell that you train a lot.",game/script.rpy,2321
start_05500ff6,mc,Huh?,game/script.rpy,2322
start_e3e51d65,n,"Briefly caught off guard by her comment, I quickly gathered my thoughts and nodded in return.",game/script.rpy,2323
start_5acd3251,mc,"Well, I practice judo, so it's natural for me to train my body a lot. I'm sure the same can be said of you, Miyo-san. I mean, you look, umm... rather feminine, but I could tell you knew how to handle a sword.",game/script.rpy,2324
start_6f11b9ff,mc,"That shows diligence and talent, but above all, experience. You started young, didn't you?",game/script.rpy,2325
start_6a47b140,Miyo,I did.,game/script.rpy,2326
start_1d9da562,n,She leaned back against the rocks and let out a sigh.,game/script.rpy,2327
start_355b547d,Miyo,"It took me a long time to become competent with a blade. Days and nights of endless training, regardless of wind and weather, all in order to toughen myself up, to make myself strong enough.",game/script.rpy,2328
start_a58d9170,Miyo,"It is horrible, knowing nothing of your early life. I just turned up here, in rags. The guards found me out in the woods one day, while on patrol, starving and dirty.",game/script.rpy,2329
start_f1892b2e,Miyo,"The previous village elder took pity on me, and took me in.",game/script.rpy,2330
start_eba10de1,Miyo,"Everything went well for a while. Narumi's family took me in, treated me like one of their own.",game/script.rpy,2331
start_717cf7e7,Miyo,"Then, everything fell apart. Seeing the village that had taken me in, fed me, clothed me, given me shelter, suffering at the hands of spirits... I couldn't take it.",game/script.rpy,2332
start_33ddc1ea,n,"As she spoke, she let out another sigh. It seemed the alcohol was making her a bit more talkative than usual, which wasn't a bad thing.",game/script.rpy,2333
start_b37687be,n,I just hoped I wouldn't end up paying for it once she had sobered up.,game/script.rpy,2334
start_82274f0b,Miyo,"After that, I felt like I had to do something. I couldn't just sit by while everything fell apart around me.",game/script.rpy,2335
start_03e17d58,Miyo,"The village was devastated by the fires. On that day. I pleaded with the former chief of the guard to train me, to make me stronger. I wanted to protect the village, to protect Narumi, at any cost!",game/script.rpy,2336
start_960d5ae8,Miyo,"He eventually agreed, but told me that I would need to strengthen my resolve first.",game/script.rpy,2337
start_5e5021dc,mc,And that's why you became a... uh...,game/script.rpy,2338
start_7a690fe0,Miyo,You can say it.,game/script.rpy,2339
start_7d3d8cc6,mc,A Tsundere Tyrant?,game/script.rpy,2340
start_326e088b,Miyo,"I don't know what 'tsundere' means, but the tyrant part isn't far off... I didn't want to drive everyone away, least of all Narumi.",game/script.rpy,2341
start_2ba20982,Miyo,"But I had to. In order not to feel the pain of loss again. Spirits haven't been our only problem. Bandits, beasts, and the weather...",game/script.rpy,2342
start_55cd53c5,Miyo,"The village needed protecting from all of it. It became a purpose, and it made me distance myself from everyone else.",game/script.rpy,2343
start_24140d89,mc,I guess that explains why you've been acting like that around Machiko and Maeko.,game/script.rpy,2344
start_6ccb5315,Miyo,"That's right. Although... I am beginning to think that perhaps we can coexist. The fox spirits, at least. I suppose this has something to do with you, so, uh... thank you.",game/script.rpy,2345
start_f0c869fb,mc,Um... You're welcome. It's not like I did much...,game/script.rpy,2346
start_c01ba8cf,Miyo,"I mean it. Truly. You and the sisters. You may have saved me a life of living in fear, perhaps even prevented my death.",game/script.rpy,2347
start_b53754b5,mc,I think you better tell them that.,game/script.rpy,2348
start_e95895f3,mc,You're right. Especially considering what comes next...,game/script.rpy,2349
start_1a4608c4,Miyo,Huh? What do you mean?,game/script.rpy,2350
start_144f6757,n,"The girl's words were becoming incoherent, muttering something about spirits and the village. It seemed like fatigue was finally taking its toll.",game/script.rpy,2351
start_2bc75c44,mc,"Hmm, well, the other spirits probably won't be leaving the village alone anytime soon. We're going to have to figure out how to stop them.",game/script.rpy,2352
start_f7c77938,mc,"But, asking Maeko-chan and Machiko-san to help us is like asking you to turn on Narumi-chan.",game/script.rpy,2353
start_238ba55d,Miyo,"Hahaha, turn on!",game/script.rpy,2354
start_af255ca4,n,"The girl giggled at this for quite some time, so I let out a sigh, and coughed politely.",game/script.rpy,2355
start_a0a54377,mc,"What I MEANT was, they'll have to fight against their own kind at some point.",game/script.rpy,2356
start_b696c873,mc,"I mean, why would they want to help you guys out in the first place? I think you and Narumi-chan will be the pieces we need to solve this puzzle.",game/script.rpy,2357
start_66e5401d,mc,And we better figure out what to do soon. I doubt those spirits will hold back next time.,game/script.rpy,2358
start_496b2f31,Miyo,You sound like it's some kind of game... That's not nice...,game/script.rpy,2359
start_0d3017a1,n,"As she said this, the girl slid further down into the water. ",game/script.rpy,2360
start_f23b495d,mc,"It's a bit easier to think of it like that. The moment they get ahead of us, it's game over. If you and Narumi-chan fix things between the villagers and the sisters, things might work out.",game/script.rpy,2361
start_b4210725,mc,You'll have to get as close to them as possible!,game/script.rpy,2362
start_ccaeb50d,Miyo,Ah! B-B-But I... I don't like girls like that!,game/script.rpy,2363
start_83f60044,n,"The girl became incredibly flustered by my comment, having misunderstood what I had said. Before I could explain, she slumped over, her cheeks a deep crimson red.",game/script.rpy,2364
start_e928a4f0,n,"As I tried to move closer, it became clear that she had passed out. The heat had probably gotten to her.",game/script.rpy,2365
start_57c2a2f7,mc,"Just my luck. She had to pass out, wearing nothing but a towel. I swear, someone up there is testing my patience with all these temptations.",game/script.rpy,2366
start_f9af7ced,n,"Sighing in annoyance, I carefully wrapped my arms around the girl, and pulled her out of the water.",game/script.rpy,2367
start_84222787,n,"Realizing that leaving Miyo here would be a bad idea, I thought about what to do when Narumi came barging in.",game/script.rpy,2369
start_6b763c50,Narumi,"Takahiro-kun, I heard you were in here. I managed to... WHOA! What's going on here?",game/script.rpy,2372
start_c35bb774,mc,It's not what you think! The great captain couldn't handle the heat. Could you take over here?,game/script.rpy,2373
start_c4129380,Narumi,"Hehehe, sure, that's what happened. I believe you, you stud! Come on, I'll take her. I'll make sure she gets a good night's rest. But if you did do stuff to her while she was drunk, she's going to kick your ass!",game/script.rpy,2376
start_c6010d66,mc,"I-I shall refrain from provoking her wrath. The last thing I need is a hungover samurai, trying to turn me into shish kebab.",game/script.rpy,2377
start_5ab93769,n,I motioned for Narumi to come over.,game/script.rpy,2378
start_77570b62,Narumi,"You should get some rest too, Takahiro-kun. And make sure you keep an eye on Chi-chan. She's a little restless right now.",game/script.rpy,2379
start_d52ffba2,mc,Leave her to me. She'll be in good hands.,game/script.rpy,2380
start_e011c3ff,n,"And with those words, I left Narumi to take care of the passed out captain.",game/script.rpy,2381
start_0b3c547e,n,"I quickly changed into the robes I had borrowed, and made my way back to the main hall. As expected, I found Machiko curled up on the floor.",game/script.rpy,2383
start_e7ceaea4,n,"Thankfully, it looked like she had made her way to Maeko, and was cuddled up next to her.",game/script.rpy,2384
start_f2f7f6d7,n,"The two girls looked adorable, and their cute mumblings only made it all the more enjoyable to watch.",game/script.rpy,2385
start_382d0186,n,"I considered waking them up, so we could return to the mansion, but the sound of my name interrupted my train of thoughts.",game/script.rpy,2386
start_95ff7c50,n,"Walking out into the garden beyond the room, onto the wooden deck, I found the village elder sitting on the grass, looking up at the stars.",game/script.rpy,2387
start_dc4bb809,VillageElderHayate,Young man... are the stars here as beautiful in your world?,game/script.rpy,2390
start_4a512287,n,"I walked over to him, and lay down flat against the grass, finally allowing myself a rest. I looked up at the night sky and smiled.",game/script.rpy,2391
start_da84ab62,mc,"You know, I never really got a good look at them. I'm always busy with this or that.",game/script.rpy,2392
start_f416f7a1,n,I yawned loudly and felt my eyelids getting heavy as I wiggled around a bit in an effort to get comfortable.,game/script.rpy,2393
start_742af34a,VillageElderHayate,"Perhaps you should. If you get back, that is. The previous elder once told me that all worlds shared the same sky. It sounded silly to me, but maybe there's something to it.",game/script.rpy,2396
start_d312d966,mc,"Mmmh... I mean, it does look similar. Sparkly and black. Maybe he was right.",game/script.rpy,2397
start_3b58cc51,n,"The elder remained silent for a while. When he spoke again, I could barely make out what he said, sleepiness taking over. Before long, I drifted off to sleep, beneath that starry sky.",game/script.rpy,2398
start_77703d4c,Narumi,How long do you think he's been out here?,game/script.rpy,2400
start_f2544144,Miyo,Must have been a while. His clothes are soaked with morning dew.,game/script.rpy,2401
start_68de9993,n,"As I drifted back into consciousness, I heard Narumi and Miyo talking nearby. Their voices sounded hushed, as though they were far away.",game/script.rpy,2402
start_41e11aeb,n,"I briefly considered jumping up and scaring them, but my body was not going to let me.",game/script.rpy,2403
start_9bd618f7,Narumi,Maybe you should poke him?,game/script.rpy,2404
start_423e2865,Miyo,"Hikage, there is no need for that. Takahiro-san, wake up, you lazy slob!",game/script.rpy,2405
start_7eb61976,n,"I groaned as my eyes finally opened, the early rays of the rising sun making me raise a hand to conceal my eyes from the bright light.",game/script.rpy,2407
start_dd97b6b5,n,"I was usually quite the morning person, but having fallen asleep under the starry sky, I wasn't exactly in familiar surroundings.",game/script.rpy,2408
start_3e65b0f6,mc,Did the valkyrie come to take me off to Valhalla?,game/script.rpy,2409
start_e670dab2,Narumi,"Heh, he's talking gibberish!",game/script.rpy,2410
start_e9bf324a,Miyo,"Do you intend to lie around all morning, or do you plan on being useful?",game/script.rpy,2411
start_92290808,mc,"They're warrior angels, who come down from the heavens to pick up the souls of fallen warriors who have fought heroic battles. Not that I plan on dying anytime soon.",game/script.rpy,2412
start_15bf6212,Miyo,Hmph! You are no warrior. And neither is Narumi. Did you become an even bigger idiot overnight?,game/script.rpy,2413
start_626ecd5f,Narumi,Ah...,game/script.rpy,2414
start_f0db35ba,Miyo,"This is exactly why I need to train you BOTH. None of you are warriors yet, but with my help, you will both become fine, noble warriors, capable of handling anything!",game/script.rpy,2415
start_938bee1c,n,I liked her more when she was drunk.,game/script.rpy,2416
start_c20c0a61,mc,"It will be an honor to learn from you, sensei!",game/script.rpy,2417
start_6a5d843b,Narumi,Yes ma'am! Maybe Takahiro-kun could teach both of us some of his moves! Heehee!,game/script.rpy,2418
start_61c4d962,Miyo,"An excellent suggestion, Narumi. I believe he is a competent fighter, and learning more than simply how to use a weapon, but to fight without one too, would be a very convenient skill to have.",game/script.rpy,2419
start_5c302dea,Miyo,"However! Work cannot begin like this. You need to get changed, eat, and wake up. Get to it!",game/script.rpy,2420
start_b5022162,mc,"But the grass is kind of soft here, and the view is pretty nice...",game/script.rpy,2421
start_a5267d4f,Narumi,"Yeah, but if we leave, these mountains will disappear!",game/script.rpy,2422
start_bee01b08,mc,"That's a convincing argument, Narumi-chan. But I wonder... Which mountain would be the most difficult to climb? Mount Miyo or Mount Narumi?",game/script.rpy,2423
start_5bfd6cec,Miyo,"Enough of this idiotic banter, you... you... bumbling buffoon of a boy!",game/script.rpy,2424
start_ba1e4221,mc,"Miyo-sensei, can I ask you something?",game/script.rpy,2425
start_a390b411,Miyo,What is it?,game/script.rpy,2426
start_f4024a07,mc,"We've been overwhelmed by the power of your 'tsun'. Could you please bless us with your 'dere' once in a while? You'd like that too, wouldn't you, Narumi-chan?",game/script.rpy,2427
start_b9f3cf28,Narumi,"You might need to explain that... I... I don't really know what that means. Sorry, Takahiro-kun.",game/script.rpy,2428
start_10168d51,mc,Nevermind. Don't worry about it.,game/script.rpy,2429
start_48f6db44,mc,"I'm just saying, she should be less of a meanypants and show us a bit love and affection. What happened to motivating your troops?!",game/script.rpy,2430
start_657074e4,Miyo,'Meanypants'?! Will you stop making such ridiculous comments! I ought to slap some respect into you!,game/script.rpy,2431
start_c1215cbe,Narumi,Hehe! Angry Miyo!,game/script.rpy,2432
start_c417049f,mc,I kind of miss the Miyo I saw at the hot springs yesterday...,game/script.rpy,2433
start_c8f593f1,Miyo,Th... That was something completely unrelated! You don't know what you're talking about. Stop saying such embarrassing things! Geez!,game/script.rpy,2434
start_502cef22,mc,A personality disorder?!,game/script.rpy,2435
start_4e0904ef,Narumi,"What?! As if one was bad enough, you're saying we've got TWO Miyo's wandering around?!",game/script.rpy,2436
start_c6565564,mc,"Just wait, Narumi-chan. Soon we'll have a whole army of Miyo's!",game/script.rpy,2437
start_f1082a42,Miyo,"Stop it! Stop it, shut up both of you, right this instant! THIS IS GETTING RIDICULOUS!",game/script.rpy,2438
